Address,Depth,Status,Crawlability
https://example.com/blog/competitor-analysis,2,200,Crawlable
https://example.com/events,1,200,Crawlable
https://example.com/blog/serp-features,2,200,Crawlable
https://example.com/legal,1,200,Crawlable
https://example.com/docs/troubleshooting,2,200,Crawlable
https://example.com/blog/entity-optimization,2,200,Crawlable
https://example.com/partner-program,1,200,Crawlable
https://example.com/blog/core-web-vitals,2,200,Crawlable
https://example.com/training,1,200,Crawlable
https://example.com/docs/migration-guide,2,200,Crawlable
https://example.com/blog/featured-snippets,2,200,Crawlable
https://example.com/certifications,1,200,Crawlable
https://example.com/blog/quality-raters,2,200,Crawlable
https://example.com/brand-assets,1,200,Crawlable
https://example.com/docs/seo-checklist,2,200,Crawlable
https://example.com/blog/user-signals,2,200,Crawlable
https://example.com/referral-program,1,200,Crawlable
https://example.com/blog/e-e-a-t,2,200,Crawlable
https://example.com/accessibility,1,200,Crawlable
https://example.com/docs/automation,2,200,Crawlable
https://example.com/blog/topic-clusters,2,200,Crawlable
https://example.com/testimonials,1,200,Crawlable
https://example.com/blog/search-intent,2,200,Crawlable
https://example.com/sitemaps,1,200,Crawlable
https://example.com/docs/custom-reports,2,200,Crawlable
https://example.com/blog/long-tail-keywords,2,200,Crawlable
https://example.com/developers,1,200,Crawlable
https://example.com/blog/ranking-factors,2,200,Crawlable
https://example.com/whitepapers,1,200,Crawlable
https://example.com/docs/data-security,2,200,Crawlable
https://example.com/blog/serp-monitoring,2,200,Crawlable
https://example.com/language/en,2,200,Crawlable
https://example.com/blog/ctr-optimization,2,200,Crawlable
https://example.com/webinars/archive,2,200,Crawlable
https://example.com/docs/integrations,2,200,Crawlable
https://example.com/blog/link-velocity,2,200,Crawlable
https://example.com/language/es,2,200,Crawlable
https://example.com/blog/internal-linking,2,200,Crawlable
https://example.com/specs,1,200,Crawlable
https://example.com/docs/analytics-setup,2,200,Crawlable
https://example.com/blog/page-depth-test-3,3,200,Crawlable
https://example.com/blog/2024/01/article-1,4,200,Crawlable
https://example.com/blog/2024/01/article-2,4,200,Crawlable
https://example.com/blog/2024/02/article-1,4,200,Crawlable
https://example.com/en/blog/guide,3,200,Crawlable
https://example.com/en/services/detail,3,200,Crawlable
https://example.com/shop/category/product,3,200,Crawlable
https://example.com/resources/guide/chapter-1,4,200,Crawlable
https://example.com/docs/advanced/setup/config,4,200,Crawlable
https://example.com/assets/styles.css,1,200,Crawlable
https://example.com/assets/script.js,1,200,Crawlable
https://example.com/images/logo.png,1,200,Crawlable
https://example.com/static/image-1.jpg,2,200,Crawlable
https://example.com/static/image-2.jpg,2,200,Crawlable
https://example.com/static/image-3.jpg,2,200,Crawlable
https://example.com/files/whitepaper.pdf,2,200,Crawlable
https://example.com/files/guide.pdf,2,200,Crawlable
https://example.com/blog/2024/01/article-1/comments,5,200,Crawlable
https://example.com/shop/category/subcategory/product,4,200,Crawlable
https://example.com/docs/advanced/setup/config/example,5,200,Crawlable
https://example.com/api/v1/endpoint,2,200,Crawlable
https://example.com/api/v2/endpoint,2,200,Crawlable
https://example.com/admin/dashboard,2,403,Uncrawlable
https://example.com/user/profile,2,302,Redirect
https://example.com/search?q=test,2,200,Crawlable
https://example.com/page?lang=en,2,200,Crawlable
https://example.com/amp/blog/article,3,200,Crawlable
https://example.com/amp/blog/article-2,3,200,Crawlable
https://example.com/canonical-test,1,200,Crawlable
https://example.com/duplicate-1,1,200,Crawlable
https://example.com/duplicate-2,1,200,Crawlable
https://example.com/noindex-page,1,200,Crawlable
https://example.com/robots-blocked,1,403,Uncrawlable
